CUSTOMER_ID,COUNTRY_UNIFORM,COUNTRY_WEIGHTED,AGE,PHONE
0000000127,FR,IN,53,
0000000128,DE,DE,32,2717744905
0000000129,US,US,39,
0000000130,US,IN,43,
0000000131,US,IN,31,0793597820
0000000132,FR,US,42,
0000000133,DE,FR,54,7788925546
0000000134,FR,IN,49,0515186449
0000000135,IN,US,37,6291486528
0000000136,US,IN,39,5054235733
0000000137,IN,US,37,8805929622
0000000138,IN,DE,59,
0000000139,IN,IN,51,
0000000140,FR,IN,45,
0000000141,FR,US,44,
0000000142,IN,US,68,
0000000143,FR,US,40,2392407581
0000000144,US,US,52,
0000000145,DE,US,23,3750606853
0000000146,FR,FR,40,0515220472
0000000147,FR,US,46,2898614341
0000000148,US,US,42,9711798089
0000000149,IN,IN,42,9621851888
0000000150,US,US,43,6540515319
0000000151,DE,US,37,7722170430
0000000152,IN,DE,49,4868740345
0000000153,US,DE,39,6765277584
0000000154,US,IN,46,9284511544
0000000155,FR,IN,28,0596401658
0000000156,IN,FR,49,9702135569
0000000157,US,IN,31,1928565431
0000000158,US,IN,20,6814473947
0000000159,IN,US,49,
0000000160,FR,FR,33,
0000000161,DE,IN,39,4225831323
0000000162,FR,US,30,5782911467
0000000163,FR,IN,44,
0000000164,US,US,38,5289226801
0000000165,IN,US,54,8414384249
0000000166,US,IN,62,9229959001
0000000167,US,DE,43,9690784473
0000000168,FR,US,34,0276773592
0000000169,DE,DE,29,6258815371
0000000170,DE,US,69,0469632595
0000000171,IN,IN,30,4701687339
0000000172,DE,US,42,9748016245
0000000173,FR,US,31,8416878499
0000000174,US,US,50,5585239868
0000000175,US,US,48,7298259526
0000000176,DE,IN,49,8879470551
0000000177,FR,IN,47,0974993097
0000000178,IN,IN,27,
0000000179,FR,US,41,
0000000180,US,US,40,6263689702
0000000181,IN,IN,53,2785854973
0000000182,IN,US,42,4437575844
0000000183,US,IN,22,5240415747
0000000184,IN,US,36,8421993308
0000000185,IN,IN,52,
0000000186,US,IN,45,8267734540
0000000187,US,IN,44,
0000000188,US,DE,58,2067240049
0000000189,US,DE,36,8728743152
0000000190,FR,IN,51,
0000000191,US,IN,45,
0000000192,IN,IN,29,6685161227
0000000193,DE,DE,52,4549904530
0000000194,US,US,42,8414593327
0000000195,IN,US,52,
0000000196,FR,IN,41,
0000000197,IN,IN,36,
0000000198,FR,IN,30,9108839822
0000000199,DE,DE,28,
0000000200,FR,US,47,0728679087
0000000201,DE,IN,27,
0000000202,US,US,53,1801704622
0000000203,FR,US,50,
0000000204,FR,US,35,8251286823
0000000205,US,IN,53,
0000000206,FR,IN,40,
0000000207,IN,US,46,
0000000208,US,US,47,9033119079
0000000209,US,US,52,0284395995
0000000210,IN,US,45,8364408926
0000000211,FR,US,34,8566246287
0000000212,IN,DE,54,2708668826
0000000213,IN,US,40,5183046990
0000000214,US,US,46,
0000000215,IN,US,48,
0000000216,US,US,35,1739363854
0000000217,FR,US,37,7717535560
0000000218,IN,IN,35,8996423536
0000000219,IN,US,33,7772522872
0000000220,US,IN,29,
0000000221,US,DE,34,3120387509
0000000222,FR,IN,27,8860084840
0000000223,FR,DE,46,2339845461
0000000224,DE,FR,39,3341016668
0000000225,FR,US,48,6591803397
0000000226,DE,US,42,4890250392
0000000227,FR,DE,38,6856218501
0000000228,FR,US,54,9996504773
0000000229,DE,IN,37,6194311426
0000000230,IN,IN,47,1104754121
0000000231,IN,US,31,1581995604
0000000232,FR,US,38,8398262244
0000000233,DE,US,52,7154379937
0000000234,US,US,46,6596575692
0000000235,DE,US,48,6547935646
0000000236,DE,US,40,9828073741
0000000237,FR,IN,47,2661797968
0000000238,FR,IN,49,
0000000239,DE,IN,47,
0000000240,US,IN,30,5290965610
0000000241,US,US,30,9375679825
0000000242,US,US,41,1125457387
0000000243,DE,US,28,4010512382
0000000244,IN,US,48,7362266093
0000000245,FR,IN,30,1918255371
0000000246,DE,IN,52,5969691557
0000000247,IN,DE,40,1251341252
0000000248,FR,US,34,6627828274
0000000249,IN,US,50,
0000000250,US,US,30,6887676772
0000000251,US,IN,44,3842797881
0000000252,US,US,35,5807836134
0000000253,US,US,31,1339596292
0000000254,IN,DE,57,
0000000255,DE,IN,37,
0000000256,DE,US,39,8126042232
0000000257,DE,DE,43,9466711684
0000000258,DE,US,27,9017518636
0000000259,IN,US,38,2975001701
0000000260,IN,US,49,6324241541
0000000261,DE,IN,40,3611037129
0000000262,IN,IN,39,0516271361
0000000263,US,US,36,2218909275
0000000264,IN,IN,48,6973112196
0000000265,DE,FR,40,1389994043
0000000266,IN,IN,47,0376137918
0000000267,US,FR,47,
0000000268,FR,US,40,7109104300
0000000269,FR,IN,34,6188924141
0000000270,IN,FR,33,5691463031
0000000271,FR,US,39,2102027588
0000000272,DE,US,40,4105648149
0000000273,US,US,39,
0000000274,IN,US,42,1913800030
0000000275,FR,US,48,
0000000276,US,IN,39,
0000000277,FR,US,42,1951802380
0000000278,FR,US,64,4451870534
0000000279,DE,IN,42,
0000000280,IN,IN,52,3206038505
0000000281,US,IN,30,3836702410
0000000282,IN,DE,53,5719182619
0000000283,US,US,49,5655743132
0000000284,US,US,40,7561853747
0000000285,DE,DE,57,9035213568
0000000286,US,IN,52,2067883171
0000000287,IN,US,58,3651994101
0000000288,IN,DE,49,2151070296
0000000289,FR,US,34,2447209993
0000000290,DE,US,49,
0000000291,FR,US,41,8380657875
0000000292,DE,US,47,5930407859
0000000293,IN,FR,54,0396522395
0000000294,DE,DE,51,5992937842
0000000295,FR,US,55,7059325250
0000000296,US,US,47,
0000000297,IN,IN,53,
0000000298,DE,IN,26,9154522675
0000000299,IN,IN,23,5392644220
0000000300,FR,DE,34,
0000000301,US,US,34,9172513552
0000000302,US,DE,59,5704331541
0000000303,US,US,32,6765861793
0000000304,IN,US,46,
0000000305,US,US,32,2621815997
0000000306,US,US,64,9620153368
0000000307,DE,IN,41,8720506149
0000000308,FR,US,46,2417146774
0000000309,US,IN,35,2704774349
0000000310,US,US,48,1158693806
0000000311,FR,FR,33,3741608989
0000000312,IN,US,20,
0000000313,IN,DE,45,0616329451
0000000314,US,US,48,5487099861
0000000315,FR,US,30,
0000000316,US,DE,37,1485646799
0000000317,FR,US,41,6065307450
0000000318,DE,DE,48,4713247546
0000000319,US,US,46,
0000000320,DE,DE,60,2148628902
0000000321,IN,DE,43,0534578610
0000000322,IN,US,45,2798552414
0000000323,US,US,49,
0000000324,IN,IN,53,4680072290
0000000325,IN,US,45,
0000000326,DE,US,34,5743748969
0000000327,US,US,68,
0000000328,DE,US,42,1545444328
0000000329,IN,DE,48,5207446660
0000000330,IN,US,25,
0000000331,FR,DE,36,
0000000332,IN,US,32,4825135346
0000000333,DE,US,32,0999173816
0000000334,DE,US,36,
0000000335,IN,US,45,7252175250
0000000336,US,US,52,2927129666
0000000337,FR,FR,40,5058300335
0000000338,DE,US,44,9421044789
0000000339,DE,US,40,
0000000340,FR,US,37,6033230982
0000000341,US,US,40,
0000000342,DE,IN,40,9010016761
0000000343,DE,US,51,4618499261
0000000344,US,US,55,
0000000345,FR,US,44,3564208737
0000000346,DE,US,49,1197218114
0000000347,IN,US,50,2045561100
0000000348,IN,IN,41,5794155216
0000000349,FR,FR,41,
0000000350,FR,IN,52,
0000000351,US,US,38,
0000000352,US,US,18,9729659027
0000000353,FR,US,39,5089935889
0000000354,US,US,44,
0000000355,FR,US,38,
0000000356,US,US,33,
0000000357,FR,DE,45,3540838663
0000000358,US,US,39,
0000000359,FR,US,33,
0000000360,US,US,42,8801994883
0000000361,FR,FR,40,7589975711
0000000362,IN,US,45,4885102726
0000000363,US,US,44,
0000000364,IN,US,47,
0000000365,DE,US,22,
0000000366,US,IN,54,9827080869
0000000367,FR,DE,46,2216995866
0000000368,IN,US,20,
0000000369,DE,US,49,
0000000370,DE,DE,50,5833394522
0000000371,DE,IN,43,6846081062
0000000372,US,IN,29,2442043805
0000000373,FR,US,53,
0000000374,FR,US,30,
0000000375,DE,IN,51,5800439735
0000000376,IN,IN,45,
0000000377,DE,US,46,
0000000378,US,US,42,8422940572
0000000379,US,US,41,
0000000380,DE,US,45,5158328182
0000000381,FR,IN,34,
0000000382,DE,US,47,9878015739
0000000383,IN,FR,38,
0000000384,US,US,34,4085887704
0000000385,IN,US,46,
0000000386,US,IN,44,3613861207
0000000387,DE,US,48,1934667665
0000000388,US,US,45,0919015814
0000000389,DE,IN,38,0728326842
0000000390,DE,IN,64,
0000000391,DE,FR,62,0099688143
0000000392,DE,US,43,
0000000393,IN,US,45,2908781414
0000000394,US,US,61,5523149135
0000000395,FR,US,36,9955620533
0000000396,FR,US,36,5777547812
0000000397,US,DE,45,4110809969
0000000398,IN,DE,38,8872563942
0000000399,FR,IN,50,3928272299
0000000400,IN,IN,47,5037314530
0000000401,IN,IN,45,
0000000402,US,US,32,1844989266
0000000403,DE,IN,45,3865577908
0000000404,IN,US,40,8432225913
0000000405,FR,DE,40,3926030299
0000000406,IN,US,31,9202428699
0000000407,US,DE,39,
0000000408,IN,US,24,
0000000409,FR,US,49,
0000000410,IN,IN,30,2579913662
0000000411,US,US,20,2912799088
0000000412,US,US,39,9806865086
0000000413,IN,DE,25,9162473149
0000000414,FR,US,44,0981806356
0000000415,DE,US,30,8695946368
0000000416,FR,US,48,7449562137
0000000417,IN,US,24,
0000000418,US,US,41,
0000000419,US,DE,47,1143519066
0000000420,DE,IN,32,2770384309
0000000421,IN,IN,38,2146566938
0000000422,US,IN,34,1848955439
0000000423,IN,US,41,8181845184
0000000424,DE,IN,43,
0000000425,FR,IN,43,7907141633
0000000426,DE,US,18,8043416518
0000000427,IN,US,29,3733343333
0000000428,DE,US,59,1790807595
0000000429,FR,DE,52,2846392086
0000000430,FR,DE,33,5627187500
0000000431,IN,US,50,
0000000432,IN,IN,48,7955276365
0000000433,DE,DE,41,9314386632
0000000434,IN,US,48,6728857448
0000000435,US,US,41,
0000000436,FR,DE,39,5455884506
0000000437,US,US,36,8245587716
0000000438,DE,US,30,
0000000439,IN,IN,51,6112535544
0000000440,FR,US,37,5987622023
0000000441,DE,DE,41,1117800681
0000000442,US,US,38,6433472282
0000000443,US,US,28,
0000000444,FR,FR,59,4872829979
0000000445,FR,IN,36,8317456424
0000000446,US,US,35,
0000000447,IN,US,41,
0000000448,FR,US,42,
0000000449,DE,IN,46,8663266341
0000000450,FR,IN,30,9448463122
0000000451,DE,US,31,
0000000452,FR,US,45,0802144270
0000000453,IN,US,49,7570512046
0000000454,US,IN,43,4601367303
0000000455,FR,IN,54,6452088147
0000000456,DE,US,50,
0000000457,IN,FR,43,4916300979
0000000458,IN,US,53,2719500528
0000000459,US,US,45,
0000000460,DE,DE,70,3065240778
0000000461,DE,IN,29,5749821827
0000000462,DE,DE,43,7086209593
0000000463,DE,IN,35,8782945651
0000000464,US,IN,32,2203173109
0000000465,FR,IN,27,5391037170
0000000466,DE,IN,39,
0000000467,FR,DE,43,8014138113
0000000468,FR,US,39,3928861957
0000000469,FR,DE,45,5289755855
0000000470,FR,IN,47,5939836845
0000000471,FR,US,29,
0000000472,US,IN,52,
0000000473,DE,US,49,4888992107
0000000474,DE,US,41,9334419693
0000000475,US,IN,44,
0000000476,US,IN,36,9610556613
0000000477,US,IN,40,5892583206
0000000478,FR,IN,40,1364622517
0000000479,US,IN,41,2278376938
0000000480,IN,US,52,6591166553
0000000481,DE,US,32,5979270335
0000000482,IN,IN,28,
0000000483,US,IN,43,4051477053
0000000484,IN,US,56,4879206980
0000000485,DE,US,38,0701645104
0000000486,FR,US,59,1579812387
0000000487,US,US,50,2055543840
0000000488,DE,DE,38,
0000000489,US,DE,49,6216893639
0000000490,IN,US,40,9578232983
0000000491,IN,US,39,2925188125
0000000492,IN,IN,30,
0000000493,FR,FR,37,
0000000494,DE,US,58,2209949993
0000000495,IN,US,46,
0000000496,IN,IN,43,5267722330
0000000497,FR,IN,50,3312797573
0000000498,FR,US,43,6569998808
0000000499,US,US,43,
0000000500,FR,FR,39,6803476447
0000000501,IN,US,39,2771812982
0000000502,FR,US,40,2793714521
0000000503,US,US,33,6892686025
0000000504,IN,US,45,0644742123
0000000505,US,IN,42,
0000000506,US,IN,53,3977671990
0000000507,IN,DE,40,
0000000508,IN,US,56,5020994510
0000000509,US,US,49,9982795014
0000000510,DE,US,55,1681472145
0000000511,FR,IN,37,8179469548
0000000512,DE,DE,29,7877293430
0000000513,US,US,38,
0000000514,FR,US,38,8303441448
0000000515,DE,IN,49,9902355770
0000000516,IN,US,48,8576084958
0000000517,US,US,35,
0000000518,DE,US,26,0568299629
0000000519,US,DE,42,0461735743
0000000520,DE,US,26,0317807823
0000000521,DE,DE,41,
0000000522,IN,IN,30,8230768104
0000000523,US,IN,38,0184094353
0000000524,IN,US,40,7142241098
0000000525,US,US,37,4932149587
0000000526,US,US,49,0160166299
0000000527,FR,IN,35,
0000000528,US,FR,59,
0000000529,FR,IN,57,1747733294
0000000530,DE,US,52,5577017157
0000000531,FR,DE,40,8161581487
0000000532,FR,IN,51,3827615396
0000000533,FR,IN,34,1971997581
0000000534,FR,US,55,
0000000535,US,IN,37,
0000000536,DE,US,30,1329022784
0000000537,FR,IN,36,
0000000538,DE,IN,44,
0000000539,DE,DE,57,
0000000540,US,IN,36,8624058008
0000000541,DE,US,41,9656666832
0000000542,FR,US,44,5624220102
0000000543,FR,IN,47,6796927868
0000000544,FR,US,41,6909738468
0000000545,DE,US,53,9712847818
0000000546,US,US,45,1894905807
0000000547,FR,IN,26,4420949407
0000000548,IN,IN,45,4904712814
0000000549,DE,US,38,1929275243
0000000550,FR,US,61,0512927663
0000000551,FR,IN,49,
0000000552,US,IN,53,
0000000553,US,US,31,8366742860
0000000554,DE,DE,45,5801856945
0000000555,DE,US,54,3938525800
0000000556,US,US,50,1753443009
0000000557,US,US,24,9111926921
0000000558,IN,US,30,1746542140
0000000559,FR,US,50,
0000000560,IN,US,42,3962712863
0000000561,US,DE,41,9470720064
0000000562,IN,IN,37,
0000000563,US,IN,53,1830671985
0000000564,DE,IN,38,1585174328
0000000565,US,FR,38,1571732030
0000000566,IN,US,35,8478700505
0000000567,US,US,45,8293102707
0000000568,US,US,56,0204179291
0000000569,US,US,31,3656519825
0000000570,IN,IN,34,5114262582
0000000571,FR,US,37,
0000000572,FR,IN,39,7100219467
0000000573,IN,US,34,2909279145
0000000574,FR,US,33,1819588373
0000000575,DE,US,46,
0000000576,FR,US,46,0054364597
0000000577,US,US,54,0781137995
0000000578,FR,US,46,5315313636
0000000579,IN,US,39,3972652735
0000000580,DE,US,40,9042177625
0000000581,IN,DE,28,9298316873
0000000582,FR,DE,31,6335693929
0000000583,US,US,72,
0000000584,US,US,50,1773180632
0000000585,DE,US,39,4279907726
0000000586,IN,IN,39,7016580464
0000000587,IN,IN,60,
0000000588,US,IN,52,
0000000589,DE,DE,49,5528183253
0000000590,US,IN,48,
0000000591,IN,IN,43,
0000000592,FR,US,33,5778817884
0000000593,FR,IN,49,
0000000594,US,US,19,
0000000595,US,US,49,
0000000596,US,US,37,2723804682
0000000597,FR,US,28,1038569557
0000000598,FR,US,47,4243754025
0000000599,DE,US,53,
0000000600,DE,US,62,2231059274
0000000601,DE,US,40,5257828410
0000000602,FR,DE,41,
0000000603,FR,DE,57,8547492975
0000000604,US,IN,64,
0000000605,IN,IN,44,3751509398
0000000606,IN,IN,44,
0000000607,IN,US,31,1863759980
0000000608,DE,US,39,
0000000609,FR,US,36,7813767426
0000000610,FR,US,48,1234785196
0000000611,US,US,37,7923264870
0000000612,DE,DE,36,8730024471
0000000613,DE,US,27,1471959796
0000000614,DE,IN,43,1589042902
0000000615,DE,US,39,5650448183
0000000616,IN,IN,33,2855445189
0000000617,DE,DE,54,7652132833
0000000618,US,US,43,
0000000619,US,DE,52,5279852401
0000000620,IN,US,37,3423216110
0000000621,FR,IN,47,
0000000622,US,US,43,
0000000623,US,US,34,
0000000624,IN,IN,27,5012495528
0000000625,IN,IN,59,
0000000626,IN,IN,50,
0000000627,IN,DE,18,3875927125
0000000628,FR,US,36,6151718275
0000000629,DE,IN,51,4794738646
0000000630,IN,DE,44,
0000000631,FR,DE,41,1678112669
0000000632,US,IN,43,
0000000633,IN,US,51,6136749946
0000000634,DE,US,41,6784271147
0000000635,FR,US,44,
0000000636,US,US,41,2695249911
0000000637,FR,IN,46,4858800616
0000000638,FR,US,56,7002842762
0000000639,DE,IN,37,8897782806
0000000640,DE,US,42,
0000000641,DE,IN,41,2559056165
0000000642,DE,US,45,3334911415
0000000643,IN,US,37,
0000000644,FR,US,52,9056965917
0000000645,US,IN,45,
0000000646,DE,US,53,6371834404
0000000647,FR,DE,24,
0000000648,US,IN,24,9876351484
0000000649,FR,IN,38,8782082973
0000000650,FR,US,52,9690835723
0000000651,IN,IN,44,1364424936
0000000652,IN,US,23,3477866032
0000000653,DE,US,41,2070015941
0000000654,FR,DE,60,1623198189
0000000655,DE,US,53,
0000000656,DE,US,49,6363212347
0000000657,FR,US,32,1586734257
0000000658,DE,DE,36,9003486451
0000000659,IN,DE,25,4413432756
0000000660,US,US,56,7765612481
0000000661,DE,US,40,0027206345
0000000662,US,US,30,2965772429
0000000663,DE,IN,45,6930089317
0000000664,IN,US,52,
0000000665,US,US,35,5291086771
0000000666,IN,IN,45,4476263934
0000000667,IN,US,37,4397359710
0000000668,FR,US,45,6366941180
0000000669,US,US,44,
0000000670,US,US,64,6465280924
0000000671,IN,IN,61,5862415027
0000000672,DE,IN,33,
0000000673,DE,DE,40,
0000000674,DE,US,61,7287032032
0000000675,US,US,48,7075877712
0000000676,US,US,52,4228499390
0000000677,IN,US,57,5041659152
0000000678,US,US,50,
0000000679,FR,US,55,0975923045
0000000680,US,IN,38,9616423610
0000000681,IN,US,44,
0000000682,IN,US,34,6492515837
0000000683,FR,DE,29,6592661085
0000000684,FR,IN,44,2788147617
0000000685,DE,US,57,
0000000686,FR,US,58,1081866179
0000000687,DE,US,27,7226016459
0000000688,FR,IN,33,4523219416
0000000689,US,US,47,6974995641
0000000690,IN,US,46,0303723683
0000000691,US,US,31,2277707933
0000000692,DE,IN,45,
0000000693,US,US,58,6799840767
0000000694,FR,US,54,0695814671
0000000695,FR,IN,35,2437573839
0000000696,DE,DE,33,
0000000697,FR,US,38,
0000000698,DE,IN,57,
0000000699,IN,IN,39,2232971674
0000000700,IN,US,58,0545228015
0000000701,FR,US,44,5508428910
0000000702,FR,IN,55,
0000000703,US,FR,45,
0000000704,US,DE,29,1213524787
0000000705,US,US,30,3760375482
0000000706,US,US,56,
0000000707,FR,US,39,
0000000708,FR,IN,37,6667850720
0000000709,US,US,31,0602908466
0000000710,DE,IN,68,5048926738
0000000711,FR,IN,55,3410856288
0000000712,DE,US,31,4852008943
0000000713,DE,IN,47,5485101749
0000000714,US,US,42,
0000000715,IN,US,38,
0000000716,IN,IN,59,3158935712
0000000717,FR,DE,45,
0000000718,FR,US,44,8698864976
0000000719,FR,IN,57,2282772881
0000000720,IN,US,37,2851961159
0000000721,DE,US,48,
0000000722,DE,US,50,2296044327
0000000723,US,US,30,9497567922
0000000724,FR,IN,58,2519966365
0000000725,US,FR,55,2094818139
0000000726,US,FR,32,7801820433
0000000727,FR,US,33,7056260856
0000000728,DE,US,40,
0000000729,IN,US,49,6209520046
0000000730,US,US,58,5461033993
0000000731,FR,IN,18,5786170630
0000000732,DE,IN,41,1382496718
0000000733,IN,IN,50,3868700794
0000000734,IN,US,52,
0000000735,FR,US,42,
0000000736,IN,IN,57,0289141612
0000000737,DE,DE,45,
0000000738,DE,IN,53,
0000000739,FR,US,37,9502097002
0000000740,FR,IN,34,7681180715
0000000741,FR,DE,38,
0000000742,US,US,47,3703045319
0000000743,DE,DE,47,
0000000744,US,US,70,
0000000745,IN,US,56,4987283999
0000000746,IN,US,41,1249384308
0000000747,DE,IN,42,0566418775
0000000748,US,DE,42,4687506351
0000000749,US,FR,44,
0000000750,IN,US,57,1107609543
0000000751,US,US,60,
0000000752,IN,DE,37,
0000000753,FR,IN,33,0065120704
0000000754,FR,US,33,8046619639
0000000755,US,US,32,1507859311
0000000756,US,IN,44,3928456797
0000000757,IN,US,43,6854982274
0000000758,DE,US,39,
0000000759,IN,US,23,
0000000760,FR,US,41,
0000000761,IN,IN,34,7959959465
0000000762,IN,US,54,
0000000763,US,US,55,7933756362
0000000764,US,US,35,0812473950
0000000765,US,US,41,2583230241
0000000766,US,DE,49,1534735528
0000000767,FR,DE,47,
0000000768,IN,US,44,5596309938
0000000769,DE,IN,40,
0000000770,IN,DE,45,
0000000771,FR,US,52,1286857872
0000000772,DE,IN,48,7774969033
0000000773,IN,US,43,6925481214
0000000774,FR,IN,49,0789567766
0000000775,DE,DE,38,3415148881
0000000776,DE,DE,51,1508353544
0000000777,DE,US,38,
0000000778,DE,US,39,5669078263
0000000779,IN,IN,44,8775153663
0000000780,FR,US,49,5292407553
0000000781,FR,US,42,4590902259
0000000782,FR,FR,25,6186371597
0000000783,DE,US,52,9702316433
0000000784,DE,IN,50,0580256621
0000000785,IN,IN,38,
0000000786,IN,US,43,6729949387
0000000787,DE,US,53,
0000000788,IN,IN,41,
0000000789,FR,US,27,7546926329
0000000790,FR,US,34,
0000000791,IN,IN,55,2484137681
0000000792,DE,US,51,5672438070
0000000793,US,IN,37,6360041257
0000000794,FR,US,32,3727422091
0000000795,IN,US,32,0427523083
0000000796,FR,IN,40,
0000000797,US,US,41,6335331060
0000000798,US,US,45,1312206815
0000000799,DE,IN,45,6133155206
0000000800,DE,US,48,3149501364
0000000801,FR,FR,52,
0000000802,IN,US,49,5625257150
0000000803,FR,US,37,0309143639
0000000804,US,US,36,4326303975
0000000805,IN,US,32,6403553380
0000000806,IN,DE,29,3968527017
0000000807,US,FR,71,
0000000808,IN,US,52,3381674233
0000000809,FR,US,42,3471566277
0000000810,FR,IN,50,
0000000811,IN,DE,43,1498282467
0000000812,DE,US,40,9715273230
0000000813,US,DE,41,6656749160
0000000814,US,US,32,3645875066
0000000815,IN,US,60,0249724399
0000000816,IN,US,46,
0000000817,FR,US,24,3626448869
0000000818,DE,IN,31,
0000000819,US,US,26,
0000000820,DE,IN,34,
0000000821,FR,IN,48,1168646225
0000000822,IN,IN,42,2817932302
0000000823,IN,US,50,9121416141
0000000824,DE,US,36,7100409013
0000000825,US,US,18,7759655553
0000000826,DE,IN,39,0551076209
0000000827,US,DE,39,
0000000828,DE,US,57,7863050505
0000000829,FR,US,26,
0000000830,DE,US,44,
0000000831,FR,FR,56,
0000000832,DE,IN,25,
0000000833,US,US,44,8727178333
0000000834,IN,IN,34,1160256434
0000000835,FR,FR,35,
0000000836,FR,US,29,3991566863
0000000837,IN,US,41,9319525690
0000000838,DE,US,47,6655289931
0000000839,FR,US,47,
0000000840,DE,DE,35,7294209548
0000000841,US,US,50,3746052330
0000000842,IN,DE,31,
0000000843,DE,FR,32,
0000000844,FR,US,26,5661844386
0000000845,US,US,42,
0000000846,DE,US,29,2774233305
0000000847,US,IN,48,
0000000848,FR,IN,42,0157201859
0000000849,FR,FR,35,3674926176
0000000850,DE,IN,35,0111178309
0000000851,FR,US,41,7649215182
0000000852,FR,DE,24,8887189813
0000000853,US,US,37,5102932184
0000000854,US,US,38,4582603408
0000000855,DE,IN,30,8598831030
0000000856,IN,US,46,
0000000857,IN,FR,36,2961844626
0000000858,FR,US,38,6283143598
0000000859,IN,US,60,0931418186
0000000860,US,US,68,5423401636
0000000861,US,IN,51,
0000000862,FR,US,51,9484910256
0000000863,IN,US,41,9679240822
0000000864,IN,US,18,
0000000865,US,DE,36,
0000000866,FR,IN,35,5784468341
0000000867,DE,US,40,3129014870
