CUSTOMER_ID,COUNTRY,EMAIL,PHONE,TAX_ID,ADDRESS,ZERO_POPULATION_FIELD,FULL_POPULATION_FIELD
CUS0000157,FR,VIPY09588588OYF07OFPXAN,,,4IHDWXIS3J90PNODIHJYB1XDGE4KBJXJFPEA0JL4I7T40,,ASHJDCL6KAZ139Q
CUS0000158,DE,KRF7YINZDOZL9E34UZYKDX1,GEXVBPSK8G,,ATM9MCPRFC4CDUFTAWSZ6MUZWIGV06G6JBY4CSKJ3FFONJK6,,7V2IVSX1CYPNEJ5
CUS0000159,US,,9F5G3UKSKE,XWFEL3Q4Q2I,,,SZ0I2X6UXF
CUS0000160,FR,CDP9AJGSYKZEOY3FW3,GFLGZ1MZVE,,5N4HR3C8J4JNUCYDX14NDNB1RQLFJERZFT207NQLDF1VTKMW,,K1WYA9MEJUUAJ
CUS0000161,FR,,H0Q7A2I2GC,,08KYNWNMAXXBTT6H5300WW,,HL31XL9K81
CUS0000162,FR,SGFGFB0G58G26CS0NO39YHM,,,,,0ZAXO6SRQT0P
CUS0000163,US,,BJX7UVK1P9,MZD1IYLZU7K1,6HZQ9KUNFFB1AJB8FY,,WLPOTM8PYQDR
CUS0000164,US,,,H3HGJSQLF,NZG5B0E5EN0YU2KLTALCHVW48AK7QHMB8,,NXHNBUI
CUS0000165,IN,RR4MFW9S3516ZM,RZGTKN5121,,UGY1MWXE2KC6Q0S7WZBHLU1LWPE,,UHAUAVN
CUS0000166,FR,O9EYSN7NG9RE01UUMMD5,0HH2KUYPBS,,A3SIZC87CVBE4G0TRUWZF9U5DZT35HXGBODAIGU1OKFMX8,,QCHDT
CUS0000167,US,YRKI3HIUJ02H77P45RU4OFQSFW9PN,,5DNAN3YM5,76UT3J6GIOXY26MZMER1KTG,,PB3LRB
CUS0000168,FR,WQH9FW1NJZ616VD2RXGDY1MS,R7571GDPHO,,RPE8GROZZZGO,,5NKNWSSAG
CUS0000169,IN,4TPKUEKLV3JA41VBLQEKAW4A5P4HC,,,O76KJGGTV25W8Q5QX3AWTV74HR7B,,JW5BP1XN
CUS0000170,US,GR827LQWVZ0RTMC7VH13WS,5J3J7S9KT5,ESA3CNSHD5T,ADQIWS69JFRJM1FSOC4WPY1ZGQTTL1UI,,09MTTFT
CUS0000171,FR,1GI72U6W3W13003B9B0FIT,,,I8SDZIZA373DFDRGVGS4VDH6DN7J95IOJ,,5MHEA
CUS0000172,IN,7GPNG4B62ZDHT,P8Q2H1JBLJ,,,,M44SSG5XRZYG3
CUS0000173,FR,,3HYATC2CWI,,RAKW66NW7Y6ELJWV3IRTZE4Y4L67QIUWZECBKOG,,4UOPGLY0EDQHCE2
CUS0000174,DE,LUG2YI9MMQ,OMK17MFBGN,,AX08EVL75MN46WW9IE,,FI7TGH
CUS0000175,FR,8VBOSQYWEKSE8P76TZD8H4QBCV0QM,IN9VDP5ECW,,,,F94IRCGC56OW14
CUS0000176,DE,BDBM8YB94DYYI119I,XWMV1DPOFA,,CAPDEDI2LSCUWPSIZ4HEEQ8N5WO2TX9SP7RU86GDW05R,,OT9NHXJCP23HB
CUS0000177,FR,,TFDRY5BYY2,,YL18DTC8WBVQNBV11DG9YS8,,7QKY3PIARRFP8S
CUS0000178,DE,RXRQAHTUQL2,A3CW49N0DF,,9UE2LQRQ5IOLJDOHCL62UC9ODQQBW8CPWGE62H6EPNUX0E1SJ,,V0X4SBKXCS
CUS0000179,IN,,U66WNYCJYF,,,,6908H7D4772URM
CUS0000180,DE,,O3UHP20XFW,,X4O20OI8P0IQSV,,6J5ML3AKH0Q
CUS0000181,FR,C1BKEI67Y1WIZ9,HVVGCEW202,,,,L6FJAX3
CUS0000182,FR,6RGOT5VD7761SUY,JCN17RUGWS,,R52OKSQGORJGN96KBC88MA5BXNS1,,SHH215QFIRHW
CUS0000183,US,EUK6VR36EUC1G7UM9,,APIYOMQ4J,5SIMF7NA1E59NLC0QYPW4,,OS55ZW84S
CUS0000184,US,02UP1HL3UHWZI450PBS,0D9UQU0Z21,QDR5OVCT20OK,HVI8BBYFVW9ED7NX8MK8ZOSKXV0N9PACB7G6Z5CKSTBOPCRHYZ,,FEE60BA8J
CUS0000185,US,MTU16BTR3MGQ4YS1FO09R4,YB5ZX8G2OB,O2X4GTVJFG9K,PFJZ47OD5Q0TVJCU0ARN9585UPU3469FG1EYIAK7H,,C15K75
CUS0000186,IN,0ZASH1SR7UXKJS7NX7Q43NVIK74,LJ4EATMMG8,,D3KEW9OWAMRS1TXZ,,MEJGNRLQGI7YVR4
CUS0000187,IN,NFJJK4AUEDI6214UT,,,ZYY4WT7U7FNKRJ1925QH91WLBX3W1N9MYXLAM2X7MATVG,,ARCR4ZCQRDB43
CUS0000188,FR,8GCXBJLIF0HD2DUG8RMBVUKX7AZ0DE,RFL2CRM60L,,,,R9WHV3F3F
CUS0000189,US,,LUBKANX3FP,MITDYSLRIU0,RMLSQ2QF5WXW72KCYJ8N1W,,NV69RF6NQ
CUS0000190,IN,H7L4I3UXYCU,,,,,4VVGLWTK38L
CUS0000191,US,31Z4PQXV4ZTCO6G01RZBK6KT7MIIV,,FTJW3ZK3A,,,FLPN1FPJ9
CUS0000192,DE,WG49ZN4Y3PGYIUI,S1Z8EW5BOL,,,,ZEOI5
CUS0000193,IN,1FVYL1JSTY4CQ0LKZ7G,WGZAKUI6Y3,,1DT1QH26X4V8XHL18YFJAVQM631D3SCH53X,,Q1VSB8RLSW
CUS0000194,FR,TCHWC8ZPLF8GIJ51RW3P,,,,,3CEUXCJGY6FVT1
CUS0000195,FR,F1HMQT68PDX4N1RLR6,,,,,A0NB0IRR3
CUS0000196,DE,BUOES30V8Y49AVVUW,,,N8KYQZCF59WFN7XTSU23BJKW10BS95PY8IYHGZNNH,,Z90WN0R
CUS0000197,DE,GU688ZOZ53S2KLZSA8V3LGY000MBOI,,,0BUPK4FXBY96MK3,,4MUISEB
CUS0000198,IN,P2PL36HVKP3EAC074YE0Q8H8,,,SZCXZ621HGJQH,,VJP4NQGVE35PQVS
CUS0000199,FR,QRCIJ7SBOXXSTKT42SJIJSYQ,,,TJAQX67Z4KWJ6U7XY5K74L4,,VOTNOJ
CUS0000200,DE,MW53A7OMXCZGV,,,8FD27PPQLPO3LCR9RFMEI7TDNOP43G8DUEM4H2F4MG8N,,1H2M3
CUS0000201,US,R5LV646STQ8PVR96T2HL5AU,,5KLE1TG2V8LM,,,TU74GTNJUKMZK
CUS0000202,IN,U740ROQ4TXJTVWU,Z0AZD0WI3R,,NQSXBU1YU99MN62RGEPKU4,,Y5PRY
CUS0000203,US,VR8X2SH4IEU0JJTM9F2PU8Q97SBIEU,,2NLU3O3XVMQ,IH01Z5D7D6X,,6U85S
CUS0000204,DE,F9H8K6F3ME1R,VELV371BZS,,BAOU1JQOU83MWJMJNTLGB8CI8WEUUONMTK,,WBI2HYB2
